#CVE	GHSA	TYPE	FILE
CVE-2012-5377	GHSA-64cp-j7mg-j33g	unreviewed	cpansa/CPANSA-ActivePerl.yml
CVE-2006-2856	GHSA-8xc3-rg94-5c3f	unreviewed	cpansa/CPANSA-ActivePerl.yml
CVE-2004-2286	GHSA-8g3v-vx3x-982v	unreviewed	cpansa/CPANSA-ActivePerl.yml
CVE-2004-2022	GHSA-6g7x-c8vf-63fq	unreviewed	cpansa/CPANSA-ActivePerl.yml
CVE-2004-0377	GHSA-rm2p-jhqp-33q2	unreviewed	cpansa/CPANSA-ActivePerl.yml
CVE-2001-0815	GHSA-c5px-j32w-fcqp	unreviewed	cpansa/CPANSA-ActivePerl.yml
CVE-2019-20454	GHSA-6wcm-vmc4-h93p	unreviewed	cpansa/CPANSA-Alien-PCRE2.yml
CVE-2007-6342	GHSA-jfwf-chpc-fpf5	unreviewed	cpansa/CPANSA-Apache-AuthCAS.yml
CVE-2010-3845	GHSA-7rxx-w8q3-rg72	unreviewed	cpansa/CPANSA-Apache-AuthenHook.yml
CVE-2020-36659	GHSA-crqh-wr78-6jgr	unreviewed	cpansa/CPANSA-Apache-Session-Browseable.yml
CVE-2020-36658	GHSA-qf7m-fmfh-9c8v	unreviewed	cpansa/CPANSA-Apache-Session-LDAP.yml
CVE-2012-6141	GHSA-pw79-h962-2rw9	unreviewed	cpansa/CPANSA-App-Context.yml
CVE-2020-16154	GHSA-m92x-373g-xc36	unreviewed	cpansa/CPANSA-App-cpanminus.yml
CVE-2015-7686	GHSA-24jp-cwv2-qjwh	unreviewed	cpansa/CPANSA-App-Github-Email.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-App-japerl.yml
CVE-2013-1667	GHSA-wv37-679q-qgxw	unreviewed	cpansa/CPANSA-App-perlall.yml
CVE-2018-12015	GHSA-44r9-882w-xw5m	unreviewed	cpansa/CPANSA-Archive-Tar.yml
CVE-2007-4829	GHSA-rwhc-g7xj-h37q	unreviewed	cpansa/CPANSA-Archive-Tar.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Archive-Tar.yml
CVE-2018-10860	GHSA-46vh-339r-h4rg	unreviewed	cpansa/CPANSA-Archive-Zip.yml
CVE-2004-1096	GHSA-wf22-9wqx-hv9r	unreviewed	cpansa/CPANSA-Archive-Zip.yml
CVE-2011-4117	GHSA-2mgm-x4fm-vrg8	unreviewed	cpansa/CPANSA-Batch-Batchrun.yml
CVE-2014-1875	GHSA-mx62-7r33-gq29	unreviewed	cpansa/CPANSA-Capture-Tiny.yml
CVE-2017-16248	GHSA-mg54-fgxw-pmj5	unreviewed	cpansa/CPANSA-Catalyst-Plugin-Static-Simple.yml
CVE-2013-7329	GHSA-mvgv-xmhx-5f65	unreviewed	cpansa/CPANSA-CGI-Application.yml
CVE-2006-1279	GHSA-xxvm-h45q-hvv9	unreviewed	cpansa/CPANSA-CGI-Session.yml
CVE-2010-4410	GHSA-63qf-cwcv-ff3r	unreviewed	cpansa/CPANSA-CGI-Simple.yml
CVE-2010-2761	GHSA-8x6h-gq6j-8x3j	unreviewed	cpansa/CPANSA-CGI-Simple.yml
CVE-2012-5526	GHSA-9x3m-wmpr-vc58	unreviewed	cpansa/CPANSA-CGI.yml
CVE-2011-2766	GHSA-57h3-ccpr-f6f8	unreviewed	cpansa/CPANSA-CGI.yml
CVE-2010-4411	GHSA-wj7r-99wr-72wm	unreviewed	cpansa/CPANSA-CGI.yml
CVE-2010-2761	GHSA-8x6h-gq6j-8x3j	unreviewed	cpansa/CPANSA-CGI.yml
CVE-2014-5509	GHSA-fxwp-mh6r-g9mm	unreviewed	cpansa/CPANSA-Clipboard.yml
CVE-2010-0405	GHSA-44gv-7gp8-m9mw	unreviewed	cpansa/CPANSA-Compress-Raw-Bzip2.yml
CVE-2009-1884	GHSA-4x36-p66f-4f99	unreviewed	cpansa/CPANSA-Compress-Raw-Bzip2.yml
CVE-2009-1391	GHSA-353f-jcfv-fpmh	unreviewed	cpansa/CPANSA-Compress-Raw-Zlib.yml
CVE-2012-2451	GHSA-g533-vrrr-6j8r	unreviewed	cpansa/CPANSA-Config-IniFiles.yml
CVE-2017-0373	GHSA-pcw9-xjj5-7cp5	unreviewed	cpansa/CPANSA-Config-Model.yml
CVE-2017-0374	GHSA-88hg-rvfq-4jp9	unreviewed	cpansa/CPANSA-Config-Model.yml
CVE-2013-7488	GHSA-8wqq-xrhr-w6mf	unreviewed	cpansa/CPANSA-Convert-ASN1.yml
CVE-2005-1349	GHSA-4x75-6x49-vgw2	unreviewed	cpansa/CPANSA-Convert-UUlib.yml
CVE-2020-16155	GHSA-7c2g-m3j2-jrgq	unreviewed	cpansa/CPANSA-CPAN-Checksums.yml
CVE-2023-31484	GHSA-5v8j-jfmm-6x86	unreviewed	cpansa/CPANSA-CPAN.yml
CVE-2020-16156	GHSA-mx9v-6qg3-92rp	unreviewed	cpansa/CPANSA-CPAN.yml
CVE-2022-48623	GHSA-44qr-8pf6-6q33	unreviewed	cpansa/CPANSA-Cpanel-JSON-XS.yml
CVE-2006-0898	GHSA-qpjg-v8f6-cw7j	unreviewed	cpansa/CPANSA-Crypt-CBC.yml
CVE-2011-3599	GHSA-93qx-3vc3-hx46	unreviewed	cpansa/CPANSA-Crypt-DSA.yml
CVE-2019-1010263	GHSA-54vx-xvq8-jh85	unreviewed	cpansa/CPANSA-Crypt-JWT.yml
CVE-2019-1010161	GHSA-75ff-mxv3-9xhw	unreviewed	cpansa/CPANSA-Crypt-JWT.yml
CVE-2009-0129	GHSA-cvwp-gwp2-6xqh	unreviewed	cpansa/CPANSA-Crypt-OpenSSL-DSA.yml
CVE-2012-2143	GHSA-6rxj-38xv-j69g	unreviewed	cpansa/CPANSA-Crypt-Passwd-XS.yml
CVE-2020-17478	GHSA-v675-cj9m-348p	unreviewed	cpansa/CPANSA-Crypt-Perl.yml
CVE-2020-13895	GHSA-jxxc-m3fj-q52w	unreviewed	cpansa/CPANSA-Crypt-Perl.yml
CVE-2012-5572	GHSA-cqwv-qc24-9rvm	unreviewed	cpansa/CPANSA-Dancer.yml
CVE-2011-1589	GHSA-vrwf-2wgx-949w	unreviewed	cpansa/CPANSA-Dancer.yml
CVE-2014-4330	GHSA-gxvp-m937-jg9v	unreviewed	cpansa/CPANSA-Data-Dumper.yml
CVE-2011-2201	GHSA-348p-57x3-vxc3	unreviewed	cpansa/CPANSA-Data-FormValidator.yml
CVE-2013-4184	GHSA-52mm-w3hf-39rg	unreviewed	cpansa/CPANSA-Data-UUID.yml
CVE-2021-29662	GHSA-r243-xrwf-w499	unreviewed	cpansa/CPANSA-Data-Validate-IP.yml
CVE-2018-2767	GHSA-qhg6-x5p3-8653	unreviewed	cpansa/CPANSA-DBD-MariaDB.yml
CVE-2017-10788	GHSA-hx52-v9vv-vhp2	unreviewed	cpansa/CPANSA-DBD-MariaDB.yml
CVE-2017-3302	GHSA-77pr-jpcv-9w4v	unreviewed	cpansa/CPANSA-DBD-MariaDB.yml
CVE-2017-10788	GHSA-hx52-v9vv-vhp2	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2017-10789	GHSA-4384-9v4p-2vmf	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2016-1249	GHSA-v93g-vffx-whwx	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2016-1246	GHSA-cc4c-8jxw-7x26	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2015-8949	GHSA-48mj-69cx-pcqg	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2016-1251	GHSA-rcfm-gwhc-4xf6	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2014-9906	GHSA-676f-4267-c5c3	unreviewed	cpansa/CPANSA-DBD-mysql.yml
CVE-2012-1151	GHSA-h6fj-j4mh-7x7h	unreviewed	cpansa/CPANSA-DBD-Pg.yml
CVE-2009-0663	GHSA-q57m-cgxh-vv5j	unreviewed	cpansa/CPANSA-DBD-Pg.yml
CVE-2009-1341	GHSA-h446-mfq3-hx7g	unreviewed	cpansa/CPANSA-DBD-Pg.yml
CVE-2020-15358	GHSA-rq2p-jfw7-2cj3	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-13632	GHSA-vqf7-574h-2gf3	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-13631	GHSA-ggrr-j79r-pq3m	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-13630	GHSA-wgpm-4xgr-4mhp	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-13435	GHSA-4hxf-56qj-qrgf	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-13434	GHSA-fjp7-rxx4-gq9h	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-11656	GHSA-x2v5-p27f-53wp	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-11655	GHSA-f86q-8q37-c2x4	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-9327	GHSA-43wf-f579-3w62	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-20218	GHSA-vrgp-3vgj-937c	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19959	GHSA-8q6c-j3g3-gr6j	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19926	GHSA-vjff-gpgv-hf96	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19880	GHSA-mpvh-7x64-2fc7	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-8457	GHSA-p4jx-5p2x-4pq7	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-5018	GHSA-qgrg-5hv8-3w32	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19925	GHSA-wcjr-83cc-7pfq	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19924	GHSA-mp99-gxqh-6752	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19923	GHSA-5gmx-grg5-hh7x	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19880	GHSA-mpvh-7x64-2fc7	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19646	GHSA-g624-89xp-hmx8	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19645	GHSA-g6wf-ch53-mgqf	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19603	GHSA-cm5h-jfjm-77x3	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19317	GHSA-6283-q875-5qpp	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19244	GHSA-pfjf-vfqg-5r4q	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2019-19242	GHSA-565m-5c74-6h7v	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2018-20506	GHSA-hfxx-8v8g-6rcx	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2018-20505	GHSA-rx75-3g2g-6hp5	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2018-20346	GHSA-wpf6-c3rx-7xrj	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2018-8740	GHSA-c753-vqf3-vjxh	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2017-10989	GHSA-rp6h-mxcc-96r2	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2016-6153	GHSA-c7vx-xpvf-fj57	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2015-3416	GHSA-33jw-h57w-fr79	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2015-3415	GHSA-p88q-qx6q-mhv3	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2015-3414	GHSA-9qxq-827h-4w5v	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2013-7443	GHSA-9ggj-hfcr-7pgp	unreviewed	cpansa/CPANSA-DBD-SQLite.yml
CVE-2020-14393	GHSA-g7gr-3q49-q5r9	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2020-14392	GHSA-xm43-qc4p-9f7j	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2019-20919	GHSA-f5xq-vjwc-pqqj	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2005-0077	GHSA-wpm8-xxrr-cfh8	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2014-10402	GHSA-qc7v-jjp2-38r9	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2014-10401	GHSA-9347-cf5g-8j34	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2013-7491	GHSA-grmf-5xw5-9cmx	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2013-7490	GHSA-g483-mcjg-g334	unreviewed	cpansa/CPANSA-DBI.yml
CVE-2008-3502	GHSA-rx7v-38cm-3gxv	unreviewed	cpansa/CPANSA-Devel-StackTrace.yml
CVE-2002-0703	GHSA-2c9p-4x2v-863c	unreviewed	cpansa/CPANSA-Digest-MD5.yml
CVE-2011-3597	GHSA-42c5-x389-m7vp	unreviewed	cpansa/CPANSA-Digest.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Digest.yml
CVE-2022-1664	GHSA-q7pv-fjh6-6xq6	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2017-8283	GHSA-7cgr-cwf8-5c99	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2015-0860	GHSA-phx5-8jhp-4rwc	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2015-0840	GHSA-mrx8-xmg2-v94q	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-8625	GHSA-rg28-4v7w-vh73	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-0471	GHSA-34xq-j8f4-r5cq	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-3127	GHSA-f267-j9wx-cwjf	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-3864	GHSA-h5rp-2257-ffxj	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-3865	GHSA-pm6q-6j5f-2hj8	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-0471	GHSA-34xq-j8f4-r5cq	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-3127	GHSA-f267-j9wx-cwjf	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-0471	GHSA-34xq-j8f4-r5cq	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2010-1679	GHSA-4qj2-qwgp-vc99	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2010-0396	GHSA-8p9h-cf62-j26q	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2004-2768	GHSA-qrp8-65v4-pc63	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2011-0402	GHSA-vw3j-pcrq-5hxc	unreviewed	cpansa/CPANSA-Dpkg.yml
CVE-2014-0477	GHSA-w2mf-888c-4wj5	unreviewed	cpansa/CPANSA-Email-Address.yml
CVE-2018-12558	GHSA-c2fh-m553-m5hp	unreviewed	cpansa/CPANSA-Email-Address.yml
CVE-2014-4720	GHSA-6jmv-rp6j-xp29	unreviewed	cpansa/CPANSA-Email-Address.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Encode.yml
CVE-2021-36770	GHSA-3gfh-9hwx-r3vr	unreviewed	cpansa/CPANSA-Encode.yml
CVE-2011-2939	GHSA-76hr-qp66-cq6j	unreviewed	cpansa/CPANSA-Encode.yml
CVE-2001-0733	GHSA-q8cv-frx7-5xrc	unreviewed	cpansa/CPANSA-ePerl.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-ExtUtils-MakeMaker.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Fake-Encode.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Fake-Our.yml
CVE-2011-2766	GHSA-57h3-ccpr-f6f8	unreviewed	cpansa/CPANSA-FCGI.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-File-DataClass.yml
CVE-2011-2728	GHSA-8m64-rq77-cfmc	unreviewed	cpansa/CPANSA-File-Glob.yml
CVE-2017-6512	GHSA-wf3v-xjg6-86hx	unreviewed	cpansa/CPANSA-File-Path.yml
CVE-2008-5303	GHSA-4m3f-gxf5-6jm9	unreviewed	cpansa/CPANSA-File-Path.yml
CVE-2008-5302	GHSA-8vc4-5x78-9hxf	unreviewed	cpansa/CPANSA-File-Path.yml
CVE-2008-2827	GHSA-h567-wg66-2v4f	unreviewed	cpansa/CPANSA-File-Path.yml
CVE-2005-0448	GHSA-2jcf-pv2j-gqvq	unreviewed	cpansa/CPANSA-File-Path.yml
CVE-2004-0452	GHSA-27g6-7ffq-cf4w	unreviewed	cpansa/CPANSA-File-Path.yml
CVE-2011-4116	GHSA-grqm-6jmc-2h46	unreviewed	cpansa/CPANSA-File-Temp.yml
CVE-2008-3285	GHSA-7wc9-px2p-j49m	unreviewed	cpansa/CPANSA-Filesys-SmbClientParser.yml
CVE-2019-7410	GHSA-qwxc-7842-42p6	unreviewed	cpansa/CPANSA-Galileo.yml
CVE-2019-6977	GHSA-3jrx-xgc5-h2f9	unreviewed	cpansa/CPANSA-GD.yml
CVE-2023-31485	GHSA-c2v8-3552-rp4m	unreviewed	cpansa/CPANSA-GitLab-API-v4.yml
CVE-2006-1565	GHSA-c5jc-fx5f-4q7f	unreviewed	cpansa/CPANSA-GPIB.yml
CVE-2012-6142	GHSA-5f3x-vhw5-3rcg	unreviewed	cpansa/CPANSA-HTML-EP.yml
CVE-2009-3627	GHSA-r983-27x9-gfq4	unreviewed	cpansa/CPANSA-HTML-Parser.yml
CVE-2015-5667	GHSA-4hf5-hm87-wm38	unreviewed	cpansa/CPANSA-HTML-Scrubber.yml
CVE-2023-24038	GHSA-p983-rj5f-9qwf	unreviewed	cpansa/CPANSA-HTML-StripScripts.yml
CVE-2011-4616	GHSA-4w9w-9h3m-mg43	unreviewed	cpansa/CPANSA-HTML-Template-Pro.yml
CVE-2013-4407	GHSA-8v7w-j6g2-p6j2	unreviewed	cpansa/CPANSA-HTTP-Body.yml
CVE-2022-31081			cpansa/CPANSA-HTTP-Daemon.yml
CVE-2023-31486	GHSA-g56r-phrf-6pc4	unreviewed	cpansa/CPANSA-HTTP-Tiny.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-HTTP-Tiny.yml
CVE-2022-23935	GHSA-jx53-3cxj-386g	unreviewed	cpansa/CPANSA-Image-ExifTool.yml
CVE-2016-9181	GHSA-99g7-5p97-g9vw	unreviewed	cpansa/CPANSA-Image-Info.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-Imager.yml
CVE-2008-1928	GHSA-27p3-v3ff-v3x4	unreviewed	cpansa/CPANSA-Imager.yml
CVE-2007-2459	GHSA-v92m-h6q5-w9gg	unreviewed	cpansa/CPANSA-Imager.yml
CVE-2016-1238	GHSA-hm5v-6984-hfqp	unreviewed	cpansa/CPANSA-IO-Compress.yml
